Linha,prefixo,count,,,,,,,
901,7550,141,,,,,,,
908,8667,141,,,,,,,
912,8615,141,,,,,,,
912BI1,7108,141,,,,,,,
942VP1,8407,141,,,,,,,
901,7402,140,,,,,,,
908,7559,140,,,,,,,
912,7102,140,,,,,,,
919,7290,140,,,,,,,
901,7570,139,,,,,,,
911DV1,7138,139,,,,,,,
912,7310,139,,,,,,,
940,7586,139,,,,,,,
942VP1,7563,139,,,,,,,
955,8620,139,,,,,,,
901,8667,138,,,,,,,
912,7269,138,,,,,,,
914,7267,138,,,,,,,
921VP1,9615,138,,,,,,,
927,8429,138,,,,,,,
934,8608,138,,,,,,,
936,8117,138,,,,,,,
925,8131,137,,,,,,,
940,8624,137,,,,,,,
912,7265,136,,,,,,,
925,8408,136,,,,,,,
925,8667,136,,,,,,,
934EX1,7243,136,,,,,,,
938,8166,136,,,,,,,
948,7126,136,,,,,,,
948,8424,136,,,,,,,
952,7520,136,,,,,,,
900,7530,135,,,,,,,
901,7201,135,,,,,,,
908,7514,135,,,,,,,
915,7408,135,,,,,,,
925,8156,135,,,,,,,
927,7542,135,,,,,,,
909,8654,134,,,,,,,
912BI1,7300,134,,,,,,,
915,7285,134,,,,,,,
915,7572,134,,,,,,,
939DV1,7270,134,,,,,,,
917,8106,133,,,,,,,
925,8123,133,,,,,,,
934,8427,133,,,,,,,
917,8118,132,,,,,,,
925,7538,132,,,,,,,
947,7418,132,,,,,,,
949,8666,132,,,,,,,
912,7585,131,,,,,,,
912BI1,7144,131,,,,,,,
915,7555,131,,,,,,,
922,9613,131,,,,,,,
925,8649,131,,,,,,,
927,7115,131,,,,,,,
936,7564,131,,,,,,,
950,7543,131,,,,,,,
907,7505,130,,,,,,,
915,7280,130,,,,,,,
930DV1,8668,130,,,,,,,
907,8117,129,,,,,,,
925,8129,129,,,,,,,
936,8139,129,,,,,,,
914,7270,128,,,,,,,
915,8124,128,,,,,,,
927,7108,128,,,,,,,
936,8147,128,,,,,,,
952,8411,128,,,,,,,
900,8150,127,,,,,,,
901,7553,127,,,,,,,
912,7076,127,,,,,,,
925,7561,127,,,,,,,
927,7114,127,,,,,,,
927,7261,127,,,,,,,
907,7519,126,,,,,,,
909,6606,126,,,,,,,
919,8202,125,,,,,,,
901,7400,124,,,,,,,
902,7285,124,,,,,,,
915,7540,124,,,,,,,
915,7548,124,,,,,,,
928,7306,124,,,,,,,
951,6612,124,,,,,,,
902,7507,123,,,,,,,
912BI1,7134,123,,,,,,,
919,8173,123,,,,,,,
952,8201,123,,,,,,,
911,7126,122,,,,,,,
915,7502,122,,,,,,,
949DV1,6609,122,,,,,,,
919,7503,121,,,,,,,
927,7102,121,,,,,,,
948,7124,121,,,,,,,
901,7537,120,,,,,,,
907,7548,120,,,,,,,
925,7534,120,,,,,,,
900,8117,119,,,,,,,
915,7571,119,,,,,,,
932,8438,119,,,,,,,
933DV1,7257,118,,,,,,,
942,7400,118,,,,,,,
947,7540,118,,,,,,,
927,7111,117,,,,,,,
927,8622,117,,,,,,,
934,7271,117,,,,,,,
943,8421,117,,,,,,,
901,7561,116,,,,,,,
915,7401,116,,,,,,,
915,8666,116,,,,,,,
930EX1,6607,116,,,,,,,
904,8606,115,,,,,,,
919,8130,115,,,,,,,
921,9618,115,,,,,,,
949,8668,115,,,,,,,
952,8112,115,,,,,,,
921,9604,114,,,,,,,
936,7279,114,,,,,,,
911,7102,113,,,,,,,
915,8131,113,,,,,,,
943,7253,113,,,,,,,
952,7567,113,,,,,,,
901,7228,112,,,,,,,
938,8139,112,,,,,,,
942,7521,112,,,,,,,
948,7274,112,,,,,,,
900,7523,111,,,,,,,
912BI1,8418,111,,,,,,,
927,7120,111,,,,,,,
931,8607,111,,,,,,,
912,7113,110,,,,,,,
925,7572,110,,,,,,,
927,7139,110,,,,,,,
931,7303,110,,,,,,,
936,8662,110,,,,,,,
938,8142,110,,,,,,,
901,7416,109,,,,,,,
906,7236,109,,,,,,,
947VP1,7527,109,,,,,,,
908,7515,108,,,,,,,
911,7127,108,,,,,,,
912,7266,108,,,,,,,
915,8660,108,,,,,,,
917,8157,108,,,,,,,
930DV1,8657,108,,,,,,,
936,7237,108,,,,,,,
943,7111,108,,,,,,,
945,7113,108,,,,,,,
945DV1,7273,108,,,,,,,
912,7304,107,,,,,,,
949DV1,8601,107,,,,,,,
952,7229,107,,,,,,,
911,7134,106,,,,,,,
912,8639,106,,,,,,,
919,7208,106,,,,,,,
919,8114,106,,,,,,,
925,8650,106,,,,,,,
936,8130,106,,,,,,,
940,8435,106,,,,,,,
944,9102,106,,,,,,,
911DV1,7121,105,,,,,,,
919,7563,105,,,,,,,
927,8617,105,,,,,,,
952,8127,105,,,,,,,
911,7276,103,,,,,,,
927,8412,103,,,,,,,
930DV1,8663,103,,,,,,,
900,8654,102,,,,,,,
912BI1,7130,102,,,,,,,
915,7400,102,,,,,,,
915,7568,102,,,,,,,
921VP1,9607,102,,,,,,,
945,7270,102,,,,,,,
948DV1,8422,102,,,,,,,
952,7401,102,,,,,,,
952,7570,102,,,,,,,
919,7202,101,,,,,,,
921VP1,9610,101,,,,,,,
925,7516,101,,,,,,,
925,7519,101,,,,,,,
907,8125,100,,,,,,,
915,7519,100,,,,,,,
931,8211,100,,,,,,,
947,8400,100,,,,,,,
954,6609,100,,,,,,,
900,8170,99,,,,,,,
914,7543,99,,,,,,,
915,7207,99,,,,,,,
921,9623,99,,,,,,,
934EX1,8625,99,,,,,,,
936,8167,99,,,,,,,
943,8432,99,,,,,,,
902,7204,98,,,,,,,
918,8136,98,,,,,,,
942VP1,7316,98,,,,,,,
942VP1,8121,98,,,,,,,
900,7550,97,,,,,,,
904,7246,97,,,,,,,
909,8600,97,,,,,,,
947VP1,7518,97,,,,,,,
947VP1,7562,97,,,,,,,
948DV1,8412,97,,,,,,,
925,8664,96,,,,,,,
936,8136,96,,,,,,,
937,7278,96,,,,,,,
942VP1,8411,96,,,,,,,
918,7417,95,,,,,,,
919,7279,95,,,,,,,
927,8606,95,,,,,,,
939,8427,95,,,,,,,
915,8401,94,,,,,,,
925,7564,94,,,,,,,
927,7257,94,,,,,,,
952,7296,94,,,,,,,
952,8114,94,,,,,,,
915,8118,93,,,,,,,
915,8668,93,,,,,,,
925,7550,93,,,,,,,
925,8204,93,,,,,,,
925,8405,93,,,,,,,
937,7313,93,,,,,,,
945,7313,93,,,,,,,
925,8404,92,,,,,,,
942VP1,7402,92,,,,,,,
952,7285,92,,,,,,,
952,8111,92,,,,,,,
900,8116,91,,,,,,,
904,8413,91,,,,,,,
919,8171,91,,,,,,,
939DV1,8424,91,,,,,,,
901,7287,90,,,,,,,
906,8154,90,,,,,,,
912DV1,7121,90,,,,,,,
942VP1,7162,90,,,,,,,
943,7121,90,,,,,,,
948,7137,90,,,,,,,
915,8125,89,,,,,,,
915,8652,89,,,,,,,
917,7238,89,,,,,,,
927,7265,89,,,,,,,
930DV1,8662,89,,,,,,,
948,7314,89,,,,,,,
952,7291,89,,,,,,,
912BI1,7137,88,,,,,,,
912DV1,7138,88,,,,,,,
922,9612,88,,,,,,,
938,7293,88,,,,,,,
952,7405,88,,,,,,,
901,8136,87,,,,,,,
902,7407,87,,,,,,,
915,7297,87,,,,,,,
918,8145,87,,,,,,,
921VP1,9620,87,,,,,,,
925,7574,87,,,,,,,
925,8155,87,,,,,,,
928,8627,87,,,,,,,
930EX1,8651,87,,,,,,,
942VP1,8116,87,,,,,,,
952,7511,87,,,,,,,
914,7582,86,,,,,,,
936,8113,86,,,,,,,
952,8667,86,,,,,,,
900,7286,85,,,,,,,
918,7405,85,,,,,,,
918,8204,85,,,,,,,
945DV1,8213,85,,,,,,,
907,8154,84,,,,,,,
909,7503,84,,,,,,,
909,8658,84,,,,,,,
925,8201,84,,,,,,,
947,8173,84,,,,,,,
952,7526,84,,,,,,,
901,7283,83,,,,,,,
908,7237,83,,,,,,,
911,7143,83,,,,,,,
911,7167,83,,,,,,,
919,8112,83,,,,,,,
925,8656,83,,,,,,,
933DV1,7272,83,,,,,,,
934EX1,7139,83,,,,,,,
948,8421,83,,,,,,,
901BI1,7527,82,,,,,,,
911,7146,82,,,,,,,
939DV1,8423,82,,,,,,,
947,7564,82,,,,,,,
947,8116,82,,,,,,,
948,8647,82,,,,,,,
948DV1,8617,82,,,,,,,
918,8113,81,,,,,,,
925,8666,81,,,,,,,
931,8631,81,,,,,,,
937,7246,81,,,,,,,
901,8150,80,,,,,,,
948,7121,80,,,,,,,
949DV1,6612,80,,,,,,,
952,8133,80,,,,,,,
952,8668,80,,,,,,,
914,8627,79,,,,,,,
915,7406,79,,,,,,,
940,7078,79,,,,,,,
942,7206,79,,,,,,,
943,7267,79,,,,,,,
903VP1,9102,78,,,,,,,
904,6202,78,,,,,,,
925,7318,78,,,,,,,
925,7509,78,,,,,,,
925,7511,78,,,,,,,
942VP1,8408,78,,,,,,,
900,8167,77,,,,,,,
914,7304,77,,,,,,,
915,7412,77,,,,,,,
942,7504,77,,,,,,,
942,7524,77,,,,,,,
948DV1,8645,77,,,,,,,
952,8151,77,,,,,,,
952,8656,77,,,,,,,
925,7533,76,,,,,,,
945DV1,7310,76,,,,,,,
952,7279,76,,,,,,,
952,7417,76,,,,,,,
932DV1,7110,75,,,,,,,
911,8412,74,,,,,,,
915,8162,74,,,,,,,
942,7287,74,,,,,,,
942VP1,7502,74,,,,,,,
947VP1,7528,74,,,,,,,
925,8601,73,,,,,,,
934,8420,73,,,,,,,
936,7290,73,,,,,,,
937,7267,73,,,,,,,
949,8665,73,,,,,,,
911,7273,72,,,,,,,
934EX1,8608,72,,,,,,,
937,7266,72,,,,,,,
937,7585,72,,,,,,,
904,8637,71,,,,,,,
925,7406,71,,,,,,,
933DV1,7242,71,,,,,,,
905,7305,70,,,,,,,
915,8600,70,,,,,,,
918,8209,70,,,,,,,
925,7291,70,,,,,,,
925,7510,70,,,,,,,
931,7273,70,,,,,,,
942VP1,7554,70,,,,,,,
952,8202,70,,,,,,,
922,9610,69,,,,,,,
925,8600,69,,,,,,,
927,7128,69,,,,,,,
933DV1,7252,69,,,,,,,
937,7274,69,,,,,,,
939DV1,7309,69,,,,,,,
942VP1,8114,69,,,,,,,
947VP1,7405,69,,,,,,,
948DV1,7128,69,,,,,,,
952,8138,69,,,,,,,
954,8648,69,,,,,,,
934EX1,8210,68,,,,,,,
911,7145,67,,,,,,,
912BI1,7106,67,,,,,,,
912DV1,7254,67,,,,,,,
915,8155,67,,,,,,,
922,9619,67,,,,,,,
927,7278,67,,,,,,,
927,8416,67,,,,,,,
943BI1,8641,67,,,,,,,
952,8107,67,,,,,,,
900,8657,66,,,,,,,
906,7528,66,,,,,,,
919,8661,66,,,,,,,
925,7517,66,,,,,,,
947VP1,8409,66,,,,,,,
948DV1,8608,66,,,,,,,
952,7415,66,,,,,,,
915,7537,65,,,,,,,
942VP1,7555,65,,,,,,,
943,8422,65,,,,,,,
945DV1,8603,65,,,,,,,
906,8113,64,,,,,,,
912BI1,7274,64,,,,,,,
932,7582,64,,,,,,,
942VP1,7534,64,,,,,,,
942VP1,7556,64,,,,,,,
947,7262,64,,,,,,,
952,7404,64,,,,,,,
952,7528,64,,,,,,,
900,8660,63,,,,,,,
948DV1,7118,63,,,,,,,
915,7284,62,,,,,,,
915,7561,62,,,,,,,
942VP1,8118,62,,,,,,,
947,8131,62,,,,,,,
949,6605,62,,,,,,,
949DV1,6605,62,,,,,,,
904,8628,61,,,,,,,
922,9622,61,,,,,,,
925,7413,61,,,,,,,
937,7268,61,,,,,,,
939DV1,7146,61,,,,,,,
943,8427,61,,,,,,,
948DV1,7109,61,,,,,,,
900,8153,60,,,,,,,
912BI1,7259,60,,,,,,,
915,7559,60,,,,,,,
939,8167,60,,,,,,,
942,7238,60,,,,,,,
911,7270,59,,,,,,,
948,7582,59,,,,,,,
903VP1,9201,58,,,,,,,
913,7246,58,,,,,,,
925,8118,58,,,,,,,
936,8112,58,,,,,,,
940,7146,58,,,,,,,
942VP1,7211,58,,,,,,,
952,7294,58,,,,,,,
952,7560,58,,,,,,,
900,8111,57,,,,,,,
908,7507,57,,,,,,,
912BI1,7147,57,,,,,,,
939DV1,7269,57,,,,,,,
915,8649,56,,,,,,,
922,9604,56,,,,,,,
931,7151,56,,,,,,,
943,7542,56,,,,,,,
952,8664,56,,,,,,,
911DV1,7112,55,,,,,,,
912DV1,7303,55,,,,,,,
917,7500,55,,,,,,,
918,7237,55,,,,,,,
921VP1,9612,55,,,,,,,
922,9603,55,,,,,,,
937,7140,55,,,,,,,
938,8153,55,,,,,,,
942,7211,55,,,,,,,
942VP1,8130,55,,,,,,,
952,7518,55,,,,,,,
952,7522,55,,,,,,,
954,8171,55,,,,,,,
905,7271,54,,,,,,,
912DV1,7246,54,,,,,,,
914,7249,54,,,,,,,
930DV1,8601,54,,,,,,,
945,7110,54,,,,,,,
952,7288,54,,,,,,,
952,7318,54,,,,,,,
915,7512,53,,,,,,,
925,8665,53,,,,,,,
942VP1,8137,53,,,,,,,
909,8656,52,,,,,,,
911,7109,52,,,,,,,
915,8119,52,,,,,,,
918,7228,52,,,,,,,
948DV1,7126,52,,,,,,,
905EX1,8617,51,,,,,,,
915,8202,51,,,,,,,
945,7246,51,,,,,,,
952,7562,51,,,,,,,
900,7291,50,,,,,,,
918,8116,50,,,,,,,
925,8668,50,,,,,,,
931,7108,50,,,,,,,
939DV1,7114,50,,,,,,,
948DV1,7106,50,,,,,,,
952,7517,50,,,,,,,
912,8424,49,,,,,,,
942,8153,49,,,,,,,
943,7266,49,,,,,,,
947,7546,49,,,,,,,
900,8127,48,,,,,,,
901,7297,48,,,,,,,
915,7525,48,,,,,,,
915,8201,48,,,,,,,
939DV1,7118,48,,,,,,,
945,7247,48,,,,,,,
952,7506,48,,,,,,,
904,7250,47,,,,,,,
922,9602,47,,,,,,,
922,9606,47,,,,,,,
925,7419,47,,,,,,,
945,7257,47,,,,,,,
945DV1,7257,47,,,,,,,
912BI1,7146,46,,,,,,,
912DV1,7134,46,,,,,,,
912DV1,7265,46,,,,,,,
915,7155,46,,,,,,,
915,8144,46,,,,,,,
925,8659,46,,,,,,,
945,7269,46,,,,,,,
901,7555,45,,,,,,,
918,7229,45,,,,,,,
942VP1,7206,45,,,,,,,
952,7572,45,,,,,,,
912DV1,7310,44,,,,,,,
922,9617,44,,,,,,,
939DV1,8438,44,,,,,,,
952,7516,44,,,,,,,
900,7418,43,,,,,,,
913,7244,43,,,,,,,
918,7235,43,,,,,,,
928,7271,43,,,,,,,
952,8124,43,,,,,,,
917,7522,42,,,,,,,
922,9623,42,,,,,,,
943BI1,7304,42,,,,,,,
945,7265,42,,,,,,,
948DV1,7134,42,,,,,,,
949DV1,7537,42,,,,,,,
952,7201,42,,,,,,,
952,8126,42,,,,,,,
954,7410,42,,,,,,,
930DV1,8666,41,,,,,,,
952,7295,41,,,,,,,
915,7419,40,,,,,,,
925,7549,40,,,,,,,
931,7278,40,,,,,,,
939,8627,40,,,,,,,
948,8431,40,,,,,,,
900,7546,39,,,,,,,
913,7256,39,,,,,,,
915,7409,39,,,,,,,
925,8137,39,,,,,,,
927,8637,39,,,,,,,
939DV1,8426,39,,,,,,,
945DV1,7247,39,,,,,,,
931,7271,38,,,,,,,
939DV1,7112,38,,,,,,,
939DV1,8630,38,,,,,,,
942VP1,7208,38,,,,,,,
912DV1,7585,37,,,,,,,
915,7546,37,,,,,,,
921VP1,9619,37,,,,,,,
945DV1,7269,37,,,,,,,
919,8125,36,,,,,,,
945DV1,7110,36,,,,,,,
948DV1,7272,36,,,,,,,
948DV1,8424,36,,,,,,,
911,7112,35,,,,,,,
912,8646,35,,,,,,,
912BI1,8414,35,,,,,,,
945,7242,35,,,,,,,
952,8660,35,,,,,,,
906,7292,34,,,,,,,
912BI1,8417,34,,,,,,,
913,7270,34,,,,,,,
940,8617,34,,,,,,,
945DV1,7242,34,,,,,,,
952,7524,34,,,,,,,
912DV1,7109,33,,,,,,,
914,7258,33,,,,,,,
927,8432,33,,,,,,,
934,8624,33,,,,,,,
939DV1,8627,33,,,,,,,
941,7243,33,,,,,,,
904,6203,32,,,,,,,
939DV1,8603,32,,,,,,,
947VP1,7510,32,,,,,,,
948DV1,7141,32,,,,,,,
952,7554,32,,,,,,,
952,8162,32,,,,,,,
918,8173,31,,,,,,,
927,8607,31,,,,,,,
942VP1,7417,31,,,,,,,
945DV1,7246,31,,,,,,,
945DV1,7274,31,,,,,,,
917,7201,30,,,,,,,
932DV1,8431,30,,,,,,,
934EX1,7116,30,,,,,,,
939DV1,8430,30,,,,,,,
945DV1,8209,30,,,,,,,
948,8631,30,,,,,,,
925,8658,29,,,,,,,
932DV1,7102,29,,,,,,,
934EX1,7151,29,,,,,,,
945DV1,7265,29,,,,,,,
901,8117,28,,,,,,,
906,7415,28,,,,,,,
927,8421,28,,,,,,,
934,8626,28,,,,,,,
934EX1,8614,28,,,,,,,
945DV1,8210,28,,,,,,,
948DV1,7129,28,,,,,,,
901BI1,7503,27,,,,,,,
907,7406,27,,,,,,,
911,7274,27,,,,,,,
915,8135,27,,,,,,,
948DV1,7112,27,,,,,,,
911DV1,7274,26,,,,,,,
948DV1,8423,26,,,,,,,
952,7555,26,,,,,,,
902,7529,25,,,,,,,
915,7295,25,,,,,,,
939DV1,8604,25,,,,,,,
936,8166,24,,,,,,,
947,7211,24,,,,,,,
904,8209,23,,,,,,,
930EX1,8649,23,,,,,,,
952,8153,23,,,,,,,
915,7570,22,,,,,,,
932DV1,7584,22,,,,,,,
939,7542,22,,,,,,,
949DV1,6611,22,,,,,,,
952,7400,22,,,,,,,
952,7538,22,,,,,,,
952,7573,22,,,,,,,
908,7206,21,,,,,,,
912DV1,7115,21,,,,,,,
925,8400,21,,,,,,,
945,8209,21,,,,,,,
934EX1,8637,20,,,,,,,
948DV1,7542,20,,,,,,,
904,7259,19,,,,,,,
921VP1,9617,19,,,,,,,
921VP1,9624,19,,,,,,,
945DV1,7112,19,,,,,,,
911,7259,18,,,,,,,
917,8200,18,,,,,,,
945DV1,7245,18,,,,,,,
952,7563,18,,,,,,,
906,8130,17,,,,,,,
912BI1,8424,17,,,,,,,
921VP1,9613,17,,,,,,,
952,7551,17,,,,,,,
901,7419,16,,,,,,,
925,7566,16,,,,,,,
928,8642,16,,,,,,,
941,7244,16,,,,,,,
952,7212,16,,,,,,,
952,7537,16,,,,,,,
901,8114,15,,,,,,,
911DV1,7259,15,,,,,,,
912BI1,7140,15,,,,,,,
932DV1,8424,15,,,,,,,
933,7252,15,,,,,,,
937,8613,15,,,,,,,
952,7280,15,,,,,,,
952,7406,15,,,,,,,
952,7408,15,,,,,,,
952,7513,15,,,,,,,
952,7532,15,,,,,,,
952,7548,15,,,,,,,
952,8157,15,,,,,,,
902,8147,14,,,,,,,
919,7160,14,,,,,,,
921VP1,9616,14,,,,,,,
921VP1,9621,14,,,,,,,
939DV1,8602,14,,,,,,,
952,7289,14,,,,,,,
952,8600,14,,,,,,,
954,8209,14,,,,,,,
919,8410,13,,,,,,,
932DV1,7541,12,,,,,,,
952,8110,12,,,,,,,
952,8131,12,,,,,,,
925,7159,11,,,,,,,
952,7155,11,,,,,,,
913,8625,10,,,,,,,
937,8643,10,,,,,,,
939,7248,10,,,,,,,
945,8211,10,,,,,,,
952,8601,10,,,,,,,
906,8665,9,,,,,,,
932DV1,8417,9,,,,,,,
921VP1,9603,8,,,,,,,
925,7518,8,,,,,,,
939DV1,7248,8,,,,,,,
949DV1,8651,8,,,,,,,
949DV1,8658,8,,,,,,,
900,7554,7,,,,,,,
909,7537,7,,,,,,,
938,8124,7,,,,,,,
939DV1,7265,7,,,,,,,
952,8122,7,,,,,,,
900,6610,6,,,,,,,
907,7516,6,,,,,,,
918,7162,6,,,,,,,
925,7403,6,,,,,,,
927,8427,6,,,,,,,
932DV1,7271,6,,,,,,,
952,7159,6,,,,,,,
952,7202,6,,,,,,,
952,7559,6,,,,,,,
952,8118,6,,,,,,,
907,7203,5,,,,,,,
925,7292,5,,,,,,,
925,7405,5,,,,,,,
931,7585,5,,,,,,,
932DV1,7141,5,,,,,,,
934,7306,5,,,,,,,
938,8115,5,,,,,,,
943,8435,5,,,,,,,
952,7413,5,,,,,,,
901,7552,4,,,,,,,
918,8127,4,,,,,,,
921VP1,9609,4,,,,,,,
934,8611,4,,,,,,,
937,7249,4,,,,,,,
937,8642,4,,,,,,,
940,8420,4,,,,,,,
941,7265,4,,,,,,,
901,7506,3,,,,,,,
937,7542,3,,,,,,,
940,7252,3,,,,,,,
902,7522,2,,,,,,,
904,7309,2,,,,,,,
905,8633,2,,,,,,,
914,7247,2,,,,,,,
902,7413,1,,,,,,,
904,7243,1,,,,,,,
919,8111,1,,,,,,,
925,7570,1,,,,,,,
934,7134,1,,,,,,,
939DV1,8420,1,,,,,,,
947,8155,1,,,,,,,
RM,cartao,1,Linha,Sentido,tipo_embarque,prefixo,aplicacao,Desc_Aplic,TipoPassagem
